country_sk,metric,year_nk,value
Gibraltar,Internet Users,2028,33.5
Greece,Internet Users,2028,9213.6
Iceland,Internet Users,2028,335.9
Ireland,Internet Users,2028,4815.9
Italy,Internet Users,2028,51845.4
Liechtenstein,Internet Users,2028,40
Luxembourg,Internet Users,2028,639.9
Malta,Internet Users,2028,409.6
Monaco,Internet Users,2028,41
Netherlands,Internet Users,2028,16893.7
Norway,Internet Users,2028,5271.3
Portugal,Internet Users,2028,8919.4
Spain,Internet Users,2028,45237.9
Sweden,Internet Users,2028,10005.9
Switzerland,Internet Users,2028,8555.3
Turkey,Internet Users,2028,73570.6
United Kingdom,Internet Users,2028,63840.9
Afghanistan,Internet Users,2029,23098.7
American Samoa,Internet Users,2029,40.9
Armenia,Internet Users,2029,2565.3
Azerbaijan,Internet Users,2029,9390
Bangladesh,Internet Users,2029,110961.2
Bhutan,Internet Users,2029,650.9
Brunei Darussalam,Internet Users,2029,435.1
Cambodia,Internet Users,2029,13275
China,Internet Users,2029,1182674.4
Fiji,Internet Users,2029,746.2
French Polynesia,Internet Users,2029,259.8
Guam,Internet Users,2029,159.9
"Hong Kong, China",Internet Users,2029,7483.6
India,Internet Users,2029,1015185.2
Indonesia,Internet Users,2029,219838
Japan,Internet Users,2029,114561.2
Kazakhstan,Internet Users,2029,17776.3
Kiribati,Internet Users,2029,73.6
Kyrgyzstan,Internet Users,2029,5297.5
Laos,Internet Users,2029,5238
"Macau, China",Internet Users,2029,668.3
Malaysia,Internet Users,2029,31794.5
Maldives,Internet Users,2029,443.7
Mongolia,Internet Users,2029,2750.9
Myanmar,Internet Users,2029,37206
Nauru,Internet Users,2029,9.9
Nepal,Internet Users,2029,20598
New Caledonia,Internet Users,2029,278.5
North Korea,Internet Users,2029,6212.9
Pakistan,Internet Users,2029,128671.4
Papua New Guinea,Internet Users,2029,5177.8
Philippines,Internet Users,2029,99769.5
Samoa,Internet Users,2029,149.5
Singapore,Internet Users,2029,5627.7
Solomon Islands,Internet Users,2029,415.2
South Korea,Internet Users,2029,49857
Sri Lanka,Internet Users,2029,15785.2
Taiwan,Internet Users,2029,21907.6
Tajikistan,Internet Users,2029,6819.9
Thailand,Internet Users,2029,60133.3
Tonga,Internet Users,2029,82.9
Turkmenistan,Internet Users,2029,4120.3
Tuvalu,Internet Users,2029,11.1
Uzbekistan,Internet Users,2029,29337.3
Vanuatu,Internet Users,2029,233.8
Vietnam,Internet Users,2029,87260.8
Australia,Internet Users,2029,26000.5
New Zealand,Internet Users,2029,5094.2
Albania,Internet Users,2029,2413.4
Belarus,Internet Users,2029,8252.5
Bosnia and Herzegovina,Internet Users,2029,2900.3
Bulgaria,Internet Users,2029,5600
Croatia,Internet Users,2029,3484.4
Czech Republic,Internet Users,2029,9613.9
Estonia,Internet Users,2029,1221.9
Georgia,Internet Users,2029,3091.5
Hungary,Internet Users,2029,8572.7
Kosovo,Internet Users,2029,1790.7
Latvia,Internet Users,2029,1617.3
Lithuania,Internet Users,2029,2395.2
Moldova,Internet Users,2029,3544.4
Montenegro,Internet Users,2029,544.6
North Macedonia,Internet Users,2029,1837.3
Poland,Internet Users,2029,34367.4
Romania,Internet Users,2029,16086.3
Russia,Internet Users,2029,127694.2
Serbia,Internet Users,2029,5816.3
Slovakia,Internet Users,2029,4948.6
Slovenia,Internet Users,2029,1950
Ukraine,Internet Users,2029,33459.4
Anguilla,Internet Users,2029,15.3
Antigua and Barbuda,Internet Users,2029,92.3
Argentina,Internet Users,2029,41515.2
Aruba,Internet Users,2029,102.9
Bahamas,Internet Users,2029,384.9
Barbados,Internet Users,2029,264.4
Belize,Internet Users,2029,353.6
Bermuda,Internet Users,2029,60.5
Bolivia,Internet Users,2029,9566.3
Brazil,Internet Users,2029,190705.1
British Virgin Islands,Internet Users,2029,30.2
Cayman Islands,Internet Users,2029,69.8
Chile,Internet Users,2029,17688.4
Colombia,Internet Users,2029,44229.5
Costa Rica,Internet Users,2029,4835.5
Cuba,Internet Users,2029,9318.7
Curacao,Internet Users,2029,148.7
Dominica,Internet Users,2029,68
Dominican Republic,Internet Users,2029,10075.5
Ecuador,Internet Users,2029,15373.6
El Salvador,Internet Users,2029,4787.8
French Guiana,Internet Users,2029,292.4
Grenada,Internet Users,2029,96.2
Guadeloupe,Internet Users,2029,330.2
Guatemala,Internet Users,2029,14424.7
Guyana,Internet Users,2029,592.3
Haiti,Internet Users,2029,8335.2
Honduras,Internet Users,2029,7786.8
Jamaica,Internet Users,2029,2483.8
Martinique,Internet Users,2029,327.4
Mexico,Internet Users,2029,112654.5
Nicaragua,Internet Users,2029,4877.5
Panama,Internet Users,2029,3943.5
Paraguay,Internet Users,2029,6482.9
Peru,Internet Users,2029,28511.4
Puerto Rico,Internet Users,2029,2557.7
St Kitts and Nevis,Internet Users,2029,53.5
St Lucia,Internet Users,2029,153.6
St Vincent and the Grenadines,Internet Users,2029,94.3
Suriname,Internet Users,2029,491.2
Trinidad and Tobago,Internet Users,2029,1275.7
Uruguay,Internet Users,2029,3030.2
US Virgin Islands,Internet Users,2029,87.3
Venezuela,Internet Users,2029,27935.2
Algeria,Internet Users,2029,37869.5
Angola,Internet Users,2029,21760.4
Bahrain,Internet Users,2029,1552.5
Benin,Internet Users,2029,7785
Botswana,Internet Users,2029,2004.8
Burkina Faso,Internet Users,2029,13966.1
Burundi,Internet Users,2029,5994.8
Cabo Verde,Internet Users,2029,493.8
Cameroon,Internet Users,2029,19539.8
Central African Republic,Internet Users,2029,1934.7
Chad,Internet Users,2029,8134
Comoros,Internet Users,2029,460.8
"Congo, Democratic Republic",Internet Users,2029,49881.1
Congo-Brazzaville,Internet Users,2029,3011.6
Côte d'Ivoire,Internet Users,2029,20572.4
Djibouti,Internet Users,2029,889
Egypt,Internet Users,2029,87491.3
Equatorial Guinea,Internet Users,2029,1134.3
Eritrea,Internet Users,2029,713
Eswatini,Internet Users,2029,851.2
Ethiopia,Internet Users,2029,79909.1
Gabon,Internet Users,2029,2029
Gambia,Internet Users,2029,1725.8
Ghana,Internet Users,2029,25869.9
Guinea,Internet Users,2029,9137.3
Guinea-Bissau,Internet Users,2029,773.8
Iran,Internet Users,2029,77037.4
Iraq,Internet Users,2029,40460.8
Israel,Internet Users,2029,9337
Jordan,Internet Users,2029,9086.7
Kenya,Internet Users,2029,35353.4
Kuwait,Internet Users,2029,4422.8
Lebanon,Internet Users,2029,5502.8
Lesotho,Internet Users,2029,1529.2
Liberia,Internet Users,2029,2668.8
Libya,Internet Users,2029,4730
Madagascar,Internet Users,2029,13337
Malawi,Internet Users,2029,12285.7
Mali,Internet Users,2029,12653.3
Mauritania,Internet Users,2029,3366.4
Mauritius,Internet Users,2029,1071.9
Morocco,Internet Users,2029,34610.3
Mozambique,Internet Users,2029,22722.6
Namibia,Internet Users,2029,2062.6
Niger,Internet Users,2029,10446.3
Nigeria,Internet Users,2029,179980.1
Oman,Internet Users,2029,4638.2
Qatar,Internet Users,2029,2843.5
Réunion,Internet Users,2029,815.5
Rwanda,Internet Users,2029,9407.9
Sao Tomé e Príncipe,Internet Users,2029,168.5
Saudi Arabia,Internet Users,2029,33342.7
Senegal,Internet Users,2029,13363.1
Seychelles,Internet Users,2029,84.8
Sierra Leone,Internet Users,2029,4964.5
Somalia,Internet Users,2029,4449.6
South Africa,Internet Users,2029,52512.2
South Sudan,Internet Users,2029,5773.9
Sudan,Internet Users,2029,35041.3
Syria,Internet Users,2029,-
Tanzania,Internet Users,2029,40748.8
Togo,Internet Users,2029,5037.7
Tunisia,Internet Users,2029,10580.5
Uganda,Internet Users,2029,34345.3
United Arab Emirates,Internet Users,2029,9535
Yemen,Internet Users,2029,22662.7
Zambia,Internet Users,2029,14609.9
Zimbabwe,Internet Users,2029,10948.7
Canada,Internet Users,2029,38703.2
USA,Internet Users,2029,316238.4
Andorra,Internet Users,2029,77.7
Austria,Internet Users,2029,8554.6
Belgium,Internet Users,2029,10909
Cyprus,Internet Users,2029,1170
Denmark,Internet Users,2029,5614.8
Finland,Internet Users,2029,5206
France,Internet Users,2029,60031
Germany,Internet Users,2029,76545.5
Gibraltar,Internet Users,2029,33.6
Greece,Internet Users,2029,9283.7
Iceland,Internet Users,2029,337.7
Ireland,Internet Users,2029,4878.9
Italy,Internet Users,2029,52234.4
Liechtenstein,Internet Users,2029,40.1
Luxembourg,Internet Users,2029,646.2
Malta,Internet Users,2029,412.5
Monaco,Internet Users,2029,41.3
Netherlands,Internet Users,2029,17002.8
Norway,Internet Users,2029,5297.6
Portugal,Internet Users,2029,8994.6
Spain,Internet Users,2029,45467.5
Sweden,Internet Users,2029,10069.6
Switzerland,Internet Users,2029,8644.1
Turkey,Internet Users,2029,74844.6
United Kingdom,Internet Users,2029,64205.3
Afghanistan,Internet Users,2030,25171.5
American Samoa,Internet Users,2030,42.3
Armenia,Internet Users,2030,2596.2
Azerbaijan,Internet Users,2030,9481.6
Bangladesh,Internet Users,2030,117079.8
Bhutan,Internet Users,2030,671.4
Brunei Darussalam,Internet Users,2030,438.7
Cambodia,Internet Users,2030,13827.3
China,Internet Users,2030,1202011.1
Fiji,Internet Users,2030,767.5
French Polynesia,Internet Users,2030,263.5
Guam,Internet Users,2030,161.9
"Hong Kong, China",Internet Users,2030,7535.6
India,Internet Users,2030,1058126.5
Indonesia,Internet Users,2030,227764.9
Japan,Internet Users,2030,114153.8
Kazakhstan,Internet Users,2030,18081.8
Kiribati,Internet Users,2030,79.1
Kyrgyzstan,Internet Users,2030,5518.8
Laos,Internet Users,2030,5519.3
"Macau, China",Internet Users,2030,679.1
Malaysia,Internet Users,2030,32263.8
Maldives,Internet Users,2030,451.7
Mongolia,Internet Users,2030,2853.1
Myanmar,Internet Users,2030,39084.1
Nauru,Internet Users,2030,10.1
Nepal,Internet Users,2030,21768.4
New Caledonia,Internet Users,2030,282.1
North Korea,Internet Users,2030,6598.4
Pakistan,Internet Users,2030,139695.1
Papua New Guinea,Internet Users,2030,5626.5
Philippines,Internet Users,2030,102425.3
Samoa,Internet Users,2030,155.7
Singapore,Internet Users,2030,5679.7
Solomon Islands,Internet Users,2030,452.6
South Korea,Internet Users,2030,49870
Sri Lanka,Internet Users,2030,16322.7
Taiwan,Internet Users,2030,21955.5
Tajikistan,Internet Users,2030,7268.5
Thailand,Internet Users,2030,61012.3
Tonga,Internet Users,2030,85.8
Turkmenistan,Internet Users,2030,4362
Tuvalu,Internet Users,2030,11.4
Uzbekistan,Internet Users,2030,30221.7
Vanuatu,Internet Users,2030,248.7
Vietnam,Internet Users,2030,89000.6
Australia,Internet Users,2030,26402.9
New Zealand,Internet Users,2030,5149.6
Albania,Internet Users,2030,2437.9
Belarus,Internet Users,2030,8267.2
Bosnia and Herzegovina,Internet Users,2030,2920.7
Bulgaria,Internet Users,2030,5634
Croatia,Internet Users,2030,3494.5
Czech Republic,Internet Users,2030,9672.8
Estonia,Internet Users,2030,1224.5
Georgia,Internet Users,2030,3119.5
Hungary,Internet Users,2030,8614.9
Kosovo,Internet Users,2030,1793.9
Latvia,Internet Users,2030,1610.2
Lithuania,Internet Users,2030,2390.3
Moldova,Internet Users,2030,3554.8
Montenegro,Internet Users,2030,550.1
North Macedonia,Internet Users,2030,1843
Poland,Internet Users,2030,34451.3
Romania,Internet Users,2030,16161.7
Russia,Internet Users,2030,128047.3
Serbia,Internet Users,2030,5825.9
Slovakia,Internet Users,2030,4976
Slovenia,Internet Users,2030,1961.1
Ukraine,Internet Users,2030,33680.6
Anguilla,Internet Users,2030,15.5
Antigua and Barbuda,Internet Users,2030,93.6
Argentina,Internet Users,2030,42060.6
Aruba,Internet Users,2030,103.2
Bahamas,Internet Users,2030,389.4
Barbados,Internet Users,2030,265.8
Belize,Internet Users,2030,367.1
Bermuda,Internet Users,2030,60.3
Bolivia,Internet Users,2030,9944.4
Brazil,Internet Users,2030,193338.1
British Virgin Islands,Internet Users,2030,30.5
Cayman Islands,Internet Users,2030,70.9
Chile,Internet Users,2030,17833.1
Colombia,Internet Users,2030,45199.1
Costa Rica,Internet Users,2030,4893.7
Cuba,Internet Users,2030,9462.8
Curacao,Internet Users,2030,150.8
Dominica,Internet Users,2030,68.7
Dominican Republic,Internet Users,2030,10248.7
Ecuador,Internet Users,2030,15741.9
El Salvador,Internet Users,2030,4966
French Guiana,Internet Users,2030,303.9
Grenada,Internet Users,2030,98
Guadeloupe,Internet Users,2030,335.7
Guatemala,Internet Users,2030,15011.9
Guyana,Internet Users,2030,612.4
Haiti,Internet Users,2030,8744.3
Honduras,Internet Users,2030,8166.5
Jamaica,Internet Users,2030,2533
Martinique,Internet Users,2030,329.4
Mexico,Internet Users,2030,114739.6
Nicaragua,Internet Users,2030,5122.4
Panama,Internet Users,2030,4058.5
Paraguay,Internet Users,2030,6643.1
Peru,Internet Users,2030,29318.7
Puerto Rico,Internet Users,2030,2580.1
St Kitts and Nevis,Internet Users,2030,53.9
St Lucia,Internet Users,2030,157
St Vincent and the Grenadines,Internet Users,2030,95.9
Suriname,Internet Users,2030,505
Trinidad and Tobago,Internet Users,2030,1284.6
Uruguay,Internet Users,2030,3054.7
US Virgin Islands,Internet Users,2030,87.9
Venezuela,Internet Users,2030,28576
Algeria,Internet Users,2030,39279.4
Angola,Internet Users,2030,23776.9
Bahrain,Internet Users,2030,1570.7
Benin,Internet Users,2030,8464.2
Botswana,Internet Users,2030,2089.7
Burkina Faso,Internet Users,2030,15154.7
Burundi,Internet Users,2030,6711.4
Cabo Verde,Internet Users,2030,506.6
Cameroon,Internet Users,2030,20897.7
Central African Republic,Internet Users,2030,2187.4
Chad,Internet Users,2030,9103.6
Comoros,Internet Users,2030,506.7
"Congo, Democratic Republic",Internet Users,2030,55331.6
Congo-Brazzaville,Internet Users,2030,3322.6
Côte d'Ivoire,Internet Users,2030,21879.4
Djibouti,Internet Users,2030,914.8
Egypt,Internet Users,2030,90588.7
Equatorial Guinea,Internet Users,2030,1211.8
Eritrea,Internet Users,2030,857.1
Eswatini,Internet Users,2030,893.9
Ethiopia,Internet Users,2030,85956.9
Gabon,Internet Users,2030,2112.8
Gambia,Internet Users,2030,1860.5
Ghana,Internet Users,2030,27137
Guinea,Internet Users,2030,9859.7
Guinea-Bissau,Internet Users,2030,878.7
Iran,Internet Users,2030,78400.1
Iraq,Internet Users,2030,41721.9
Israel,Internet Users,2030,9520.1
Jordan,Internet Users,2030,9303.2
Kenya,Internet Users,2030,38123.4
Kuwait,Internet Users,2030,4461.6
Lebanon,Internet Users,2030,5531.4
Lesotho,Internet Users,2030,1599.2
Liberia,Internet Users,2030,2950.4
Libya,Internet Users,2030,4996
Madagascar,Internet Users,2030,14935.7
Malawi,Internet Users,2030,13378.4
Mali,Internet Users,2030,13847.8
Mauritania,Internet Users,2030,3613.6
Mauritius,Internet Users,2030,1088.5
Morocco,Internet Users,2030,35330.5
Mozambique,Internet Users,2030,24471.3
Namibia,Internet Users,2030,2160.9
Niger,Internet Users,2030,12004.4
Nigeria,Internet Users,2030,188864.2
Oman,Internet Users,2030,4708.4
Qatar,Internet Users,2030,2871.1
Réunion,Internet Users,2030,829.5
Rwanda,Internet Users,2030,10063.7
Sao Tomé e Príncipe,Internet Users,2030,178.3
Saudi Arabia,Internet Users,2030,33757.5
Senegal,Internet Users,2030,14206.6
Seychelles,Internet Users,2030,86.4
Sierra Leone,Internet Users,2030,5358.8
Somalia,Internet Users,2030,5256
South Africa,Internet Users,2030,53924.8
South Sudan,Internet Users,2030,6376.4
Sudan,Internet Users,2030,37111.5
Syria,Internet Users,2030,-
Tanzania,Internet Users,2030,44205.8
Togo,Internet Users,2030,5485.7
Tunisia,Internet Users,2030,10812.2
Uganda,Internet Users,2030,36812.5
United Arab Emirates,Internet Users,2030,9593.1
Yemen,Internet Users,2030,24035
Zambia,Internet Users,2030,15603.2
Zimbabwe,Internet Users,2030,11593.5
Canada,Internet Users,2030,39123.7
USA,Internet Users,2030,318358.8
Andorra,Internet Users,2030,77.7
Austria,Internet Users,2030,8625.3
Belgium,Internet Users,2030,10962.3
Cyprus,Internet Users,2030,1181.7
Denmark,Internet Users,2030,5631.1
Finland,Internet Users,2030,5226.6
France,Internet Users,2030,60487.7
Germany,Internet Users,2030,76739.3
Gibraltar,Internet Users,2030,33.7
Greece,Internet Users,2030,9341.4
Iceland,Internet Users,2030,339.5
Ireland,Internet Users,2030,4937.8
Italy,Internet Users,2030,52555.8
Liechtenstein,Internet Users,2030,40.2
Luxembourg,Internet Users,2030,652.4
Malta,Internet Users,2030,414.8
Monaco,Internet Users,2030,41.6
Netherlands,Internet Users,2030,17107.5
Norway,Internet Users,2030,5322.9
Portugal,Internet Users,2030,9057.7
Spain,Internet Users,2030,45663
Sweden,Internet Users,2030,10129.6
Switzerland,Internet Users,2030,8730.9
Turkey,Internet Users,2030,76035.8
United Kingdom,Internet Users,2030,64537.8
Afghanistan,Internet Users,2031,27236.5
American Samoa,Internet Users,2031,43.6
Armenia,Internet Users,2031,2622.6
Azerbaijan,Internet Users,2031,9560.5
Bangladesh,Internet Users,2031,122917
Bhutan,Internet Users,2031,690.5
Brunei Darussalam,Internet Users,2031,442.1
Cambodia,Internet Users,2031,14349.9
China,Internet Users,2031,1218798.1
Fiji,Internet Users,2031,787.3
French Polynesia,Internet Users,2031,267
Guam,Internet Users,2031,163.8
"Hong Kong, China",Internet Users,2031,7583.7
India,Internet Users,2031,1098712.9
Indonesia,Internet Users,2031,235211
Japan,Internet Users,2031,113686.9
Kazakhstan,Internet Users,2031,18365.7
Kiribati,Internet Users,2031,84.4
Kyrgyzstan,Internet Users,2031,5728.2
Laos,Internet Users,2031,5789.3
"Macau, China",Internet Users,2031,689
Malaysia,Internet Users,2031,32702
Maldives,Internet Users,2031,459.7
Mongolia,Internet Users,2031,2949.4
Myanmar,Internet Users,2031,40868.4
Nauru,Internet Users,2031,10.2
Nepal,Internet Users,2031,22875.7
New Caledonia,Internet Users,2031,285.6
North Korea,Internet Users,2031,6984.8
Pakistan,Internet Users,2031,150589.8
Papua New Guinea,Internet Users,2031,6071.6
Philippines,Internet Users,2031,104946.7
Samoa,Internet Users,2031,161.7
Singapore,Internet Users,2031,5727.5
Solomon Islands,Internet Users,2031,490
South Korea,Internet Users,2031,49874.4
Sri Lanka,Internet Users,2031,16819.3
Taiwan,Internet Users,2031,21970.5
Tajikistan,Internet Users,2031,7706.7
Thailand,Internet Users,2031,61780.2
Tonga,Internet Users,2031,88.6
Turkmenistan,Internet Users,2031,4593.3
Tuvalu,Internet Users,2031,11.8
Uzbekistan,Internet Users,2031,31047.2
Vanuatu,Internet Users,2031,263.5
Vietnam,Internet Users,2031,90611.3
Australia,Internet Users,2031,26793.3
New Zealand,Internet Users,2031,5203
Albania,Internet Users,2031,2458.4
Belarus,Internet Users,2031,8272.2
Bosnia and Herzegovina,Internet Users,2031,2936
Bulgaria,Internet Users,2031,5658.7
Croatia,Internet Users,2031,3500.7
Czech Republic,Internet Users,2031,9719.5
Estonia,Internet Users,2031,1226.2
Georgia,Internet Users,2031,3142.1
Hungary,Internet Users,2031,8648.2
Kosovo,Internet Users,2031,1795.8
Latvia,Internet Users,2031,1601.8
Lithuania,Internet Users,2031,2382.9
Moldova,Internet Users,2031,3560.3
Montenegro,Internet Users,2031,554.9
North Macedonia,Internet Users,2031,1846.5
Poland,Internet Users,2031,34499.6
Romania,Internet Users,2031,16215.4
Russia,Internet Users,2031,128231.8
Serbia,Internet Users,2031,5827.4
Slovakia,Internet Users,2031,4997.4
Slovenia,Internet Users,2031,1970.2
Ukraine,Internet Users,2031,33838.1
Anguilla,Internet Users,2031,15.6
Antigua and Barbuda,Internet Users,2031,94.8
Argentina,Internet Users,2031,42561.3
Aruba,Internet Users,2031,103.4
Bahamas,Internet Users,2031,393.6
Barbados,Internet Users,2031,267
Belize,Internet Users,2031,380
Bermuda,Internet Users,2031,60.1
Bolivia,Internet Users,2031,10305.3
Brazil,Internet Users,2031,195688
British Virgin Islands,Internet Users,2031,30.7
Cayman Islands,Internet Users,2031,71.9
Chile,Internet Users,2031,17974.7
Colombia,Internet Users,2031,46084.3
Costa Rica,Internet Users,2031,4946.1
Cuba,Internet Users,2031,9587.6
Curacao,Internet Users,2031,152.7
Dominica,Internet Users,2031,69.3
Dominican Republic,Internet Users,2031,10409.4
Ecuador,Internet Users,2031,16085.6
El Salvador,Internet Users,2031,5131.5
French Guiana,Internet Users,2031,315.1
Grenada,Internet Users,2031,99.5
Guadeloupe,Internet Users,2031,340.6
Guatemala,Internet Users,2031,15573.8
Guyana,Internet Users,2031,631
Haiti,Internet Users,2031,9136.6
Honduras,Internet Users,2031,8531.4
Jamaica,Internet Users,2031,2577.3
Martinique,Internet Users,2031,331
Mexico,Internet Users,2031,116659.2
Nicaragua,Internet Users,2031,5355.9
Panama,Internet Users,2031,4167.8
Paraguay,Internet Users,2031,6794.5
Peru,Internet Users,2031,30074.4
Puerto Rico,Internet Users,2031,2594.6
St Kitts and Nevis,Internet Users,2031,54.3
St Lucia,Internet Users,2031,160
St Vincent and the Grenadines,Internet Users,2031,97.3
Suriname,Internet Users,2031,517.8
Trinidad and Tobago,Internet Users,2031,1291.8
Uruguay,Internet Users,2031,3075.4
US Virgin Islands,Internet Users,2031,88.4
Venezuela,Internet Users,2031,29169.3
Algeria,Internet Users,2031,40607.4
Angola,Internet Users,2031,25826.2
Bahrain,Internet Users,2031,1587.8
Benin,Internet Users,2031,9147.8
Botswana,Internet Users,2031,2171.2
Burkina Faso,Internet Users,2031,16353.1
Burundi,Internet Users,2031,7447.7
Cabo Verde,Internet Users,2031,518.5
Cameroon,Internet Users,2031,22248.8
Central African Republic,Internet Users,2031,2450.5
Chad,Internet Users,2031,10102.8
Comoros,Internet Users,2031,552.9
"Congo, Democratic Republic",Internet Users,2031,60907.6
Congo-Brazzaville,Internet Users,2031,3637.2
Côte d'Ivoire,Internet Users,2031,23177.2
Djibouti,Internet Users,2031,939.2
Egypt,Internet Users,2031,93541.3
Equatorial Guinea,Internet Users,2031,1288.3
Eritrea,Internet Users,2031,1014
Eswatini,Internet Users,2031,936.3
Ethiopia,Internet Users,2031,91964
Gabon,Internet Users,2031,2194.1
Gambia,Internet Users,2031,1995.7
Ghana,Internet Users,2031,28371.6
Guinea,Internet Users,2031,10584.3
Guinea-Bissau,Internet Users,2031,988.1
Iran,Internet Users,2031,79645.4
Iraq,Internet Users,2031,42959.4
Israel,Internet Users,2031,9698
Jordan,Internet Users,2031,9518.4
Kenya,Internet Users,2031,40872.9
Kuwait,Internet Users,2031,4499.8
Lebanon,Internet Users,2031,5564.9
Lesotho,Internet Users,2031,1666.3
Liberia,Internet Users,2031,3235.6
Libya,Internet Users,2031,5250
Madagascar,Internet Users,2031,16577.2
Malawi,Internet Users,2031,14477.9
Mali,Internet Users,2031,15061.1
Mauritania,Internet Users,2031,3860
Mauritius,Internet Users,2031,1103
Morocco,Internet Users,2031,36005.1
Mozambique,Internet Users,2031,26226.3
Namibia,Internet Users,2031,2256
Niger,Internet Users,2031,13665
Nigeria,Internet Users,2031,197686.9
Oman,Internet Users,2031,4772.3
Qatar,Internet Users,2031,2897.5
Réunion,Internet Users,2031,842.6
Rwanda,Internet Users,2031,10712.1
Sao Tomé e Príncipe,Internet Users,2031,188.1
Saudi Arabia,Internet Users,2031,34150.2
Senegal,Internet Users,2031,15042.3
Seychelles,Internet Users,2031,87.8
Sierra Leone,Internet Users,2031,5749.8
Somalia,Internet Users,2031,6132.4
South Africa,Internet Users,2031,55252.7
South Sudan,Internet Users,2031,6988
Sudan,Internet Users,2031,39157.7
Syria,Internet Users,2031,-
Tanzania,Internet Users,2031,47694.1
Togo,Internet Users,2031,5935
Tunisia,Internet Users,2031,11024.3
Uganda,Internet Users,2031,39273.2
United Arab Emirates,Internet Users,2031,9641.4
Yemen,Internet Users,2031,25375.9
Zambia,Internet Users,2031,16595.1
Zimbabwe,Internet Users,2031,12224.9
Canada,Internet Users,2031,39530.9
USA,Internet Users,2031,320311.9
Andorra,Internet Users,2031,77.8
Austria,Internet Users,2031,8690.2
Belgium,Internet Users,2031,11009.4
Cyprus,Internet Users,2031,1192.3
Denmark,Internet Users,2031,5647.8
Finland,Internet Users,2031,5244
France,Internet Users,2031,60889.9
Germany,Internet Users,2031,76880.9
Gibraltar,Internet Users,2031,33.7
Greece,Internet Users,2031,9386.8
Iceland,Internet Users,2031,341.2
Ireland,Internet Users,2031,4992.7
Italy,Internet Users,2031,52811.9
Liechtenstein,Internet Users,2031,40.3
Luxembourg,Internet Users,2031,658.4
Malta,Internet Users,2031,416.6
Monaco,Internet Users,2031,41.8
Netherlands,Internet Users,2031,17206.8
Norway,Internet Users,2031,5347.5
Portugal,Internet Users,2031,9108.9
Spain,Internet Users,2031,45826.3
Sweden,Internet Users,2031,10187.5
Switzerland,Internet Users,2031,8815.3
Turkey,Internet Users,2031,77148.8
United Kingdom,Internet Users,2031,64841
Afghanistan,Private Final Consumption Expenditure,2016,14446.4
American Samoa,Private Final Consumption Expenditure,2016,463.0
Armenia,Private Final Consumption Expenditure,2016,8047.1
Azerbaijan,Private Final Consumption Expenditure,2016,22231.1
Bangladesh,Private Final Consumption Expenditure,2016,152663.9
Bhutan,Private Final Consumption Expenditure,2016,1076.5
Brunei Darussalam,Private Final Consumption Expenditure,2016,2410.9
Cambodia,Private Final Consumption Expenditure,2016,15256.9
China,Private Final Consumption Expenditure,2016,4344506.0
Fiji,Private Final Consumption Expenditure,2016,3026.9
French Polynesia,Private Final Consumption Expenditure,2016,3561.9
Guam,Private Final Consumption Expenditure,2016,3384.0
"Hong Kong, China",Private Final Consumption Expenditure,2016,212559.5
India,Private Final Consumption Expenditure,2016,1357304.3
Indonesia,Private Final Consumption Expenditure,2016,538874.9
Japan,Private Final Consumption Expenditure,2016,2737086.7
Kazakhstan,Private Final Consumption Expenditure,2016,74877.5
Kiribati,Private Final Consumption Expenditure,2016,151.7
Kyrgyzstan,Private Final Consumption Expenditure,2016,5641.2
Laos,Private Final Consumption Expenditure,2016,10447.6
"Macau, China",Private Final Consumption Expenditure,2016,12012.6
Malaysia,Private Final Consumption Expenditure,2016,165087.6
Maldives,Private Final Consumption Expenditure,2016,1928.1
Mongolia,Private Final Consumption Expenditure,2016,6134.9
Myanmar,Private Final Consumption Expenditure,2016,36397.7
Nauru,Private Final Consumption Expenditure,2016,98.1
Nepal,Private Final Consumption Expenditure,2016,21438.5
New Caledonia,Private Final Consumption Expenditure,2016,5722.5
Pakistan,Private Final Consumption Expenditure,2016,222297.1
Papua New Guinea,Private Final Consumption Expenditure,2016,12165.6
Philippines,Private Final Consumption Expenditure,2016,231173.2
Samoa,Private Final Consumption Expenditure,2016,769.0
Singapore,Private Final Consumption Expenditure,2016,116310.3
Solomon Islands,Private Final Consumption Expenditure,2016,645.8
South Korea,Private Final Consumption Expenditure,2016,719359.0
Sri Lanka,Private Final Consumption Expenditure,2016,58485.8
Taiwan,Private Final Consumption Expenditure,2016,280954.6
Tajikistan,Private Final Consumption Expenditure,2016,5573.0
Thailand,Private Final Consumption Expenditure,2016,206740.5
Tonga,Private Final Consumption Expenditure,2016,406.7
Turkmenistan,Private Final Consumption Expenditure,2016,3826.0
Tuvalu,Private Final Consumption Expenditure,2016,27.9
Uzbekistan,Private Final Consumption Expenditure,2016,51453.1
Vanuatu,Private Final Consumption Expenditure,2016,523.8
Vietnam,Private Final Consumption Expenditure,2016,140363.7
Australia,Private Final Consumption Expenditure,2016,719810.3
New Zealand,Private Final Consumption Expenditure,2016,109479.4
Albania,Private Final Consumption Expenditure,2016,9603.1
Belarus,Private Final Consumption Expenditure,2016,26030.1
Bosnia and Herzegovina,Private Final Consumption Expenditure,2016,13411.2
Bulgaria,Private Final Consumption Expenditure,2016,32669.7
