,geography,category,data_type,unit,current_constant,year_nk,value
1628,Namibia,Total Population,Socio-economic indicators,0,-,2023,2680.5
1629,Niger,Total Population,Socio-economic indicators,0,-,2023,27066.2
1630,Nigeria,Total Population,Socio-economic indicators,0,-,2023,222182.4
1631,Oman,Total Population,Socio-economic indicators,0,-,2023,4616.8
1632,Qatar,Total Population,Socio-economic indicators,0,-,2023,2773.4
1633,Réunion,Total Population,Socio-economic indicators,0,-,2023,914.4
1634,Rwanda,Total Population,Socio-economic indicators,0,-,2023,13924.5
1635,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2023,232.1
1636,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2023,34007.6
1637,Senegal,Total Population,Socio-economic indicators,0,-,2023,18116.5
1638,Seychelles,Total Population,Socio-economic indicators,0,-,2023,99.9
1639,Sierra Leone,Total Population,Socio-economic indicators,0,-,2023,8472.2
1640,Somalia,Total Population,Socio-economic indicators,0,-,2023,17339.4
1641,South Africa,Total Population,Socio-economic indicators,0,-,2023,61349.0
1642,South Sudan,Total Population,Socio-economic indicators,0,-,2023,11891.0
1643,Sudan,Total Population,Socio-economic indicators,0,-,2023,47095.3
1644,Syria,Total Population,Socio-economic indicators,0,-,2023,20638.3
1645,Tanzania,Total Population,Socio-economic indicators,0,-,2023,65136.2
1646,Togo,Total Population,Socio-economic indicators,0,-,2023,8886.6
1647,Tunisia,Total Population,Socio-economic indicators,0,-,2023,12140.3
1648,Uganda,Total Population,Socio-economic indicators,0,-,2023,49700.8
1649,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2023,9501.9
1650,Yemen,Total Population,Socio-economic indicators,0,-,2023,31818.2
1651,Zambia,Total Population,Socio-economic indicators,0,-,2023,20032.8
1652,Zimbabwe,Total Population,Socio-economic indicators,0,-,2023,15581.0
1653,Canada,Total Population,Socio-economic indicators,0,-,2023,38881.3
1654,USA,Total Population,Socio-economic indicators,0,-,2023,334821.7
1655,Andorra,Total Population,Socio-economic indicators,0,-,2023,77.6
1656,Austria,Total Population,Socio-economic indicators,0,-,2023,9005.9
1657,Belgium,Total Population,Socio-economic indicators,0,-,2023,11589.1
1658,Cyprus,Total Population,Socio-economic indicators,0,-,2023,1230.8
1659,Denmark,Total Population,Socio-economic indicators,0,-,2023,5874.2
1660,Finland,Total Population,Socio-economic indicators,0,-,2023,5549.7
1661,France,Total Population,Socio-economic indicators,0,-,2023,65359.7
1662,Germany,Total Population,Socio-economic indicators,0,-,2023,83175.1
1663,Gibraltar,Total Population,Socio-economic indicators,0,-,2023,33.7
1664,Greece,Total Population,Socio-economic indicators,0,-,2023,10625.8
1665,Iceland,Total Population,Socio-economic indicators,0,-,2023,347.4
1666,Ireland,Total Population,Socio-economic indicators,0,-,2023,5093.5
1667,Italy,Total Population,Socio-economic indicators,0,-,2023,58867.7
1668,Liechtenstein,Total Population,Socio-economic indicators,0,-,2023,39.3
1669,Luxembourg,Total Population,Socio-economic indicators,0,-,2023,649.0
1670,Malta,Total Population,Socio-economic indicators,0,-,2023,445.2
1671,Monaco,Total Population,Socio-economic indicators,0,-,2023,40.0
1672,Netherlands,Total Population,Socio-economic indicators,0,-,2023,17645.0
1673,Norway,Total Population,Socio-economic indicators,0,-,2023,5443.3
1674,Portugal,Total Population,Socio-economic indicators,0,-,2023,10266.9
1675,Spain,Total Population,Socio-economic indicators,0,-,2023,47596.4
1676,Sweden,Total Population,Socio-economic indicators,0,-,2023,10477.1
1677,Switzerland,Total Population,Socio-economic indicators,0,-,2023,8800.7
1678,Turkey,Total Population,Socio-economic indicators,0,-,2023,84346.8
1679,United Kingdom,Total Population,Socio-economic indicators,0,-,2023,67551.2
1680,Afghanistan,Total Population,Socio-economic indicators,0,-,2024,42608.7
1681,American Samoa,Total Population,Socio-economic indicators,0,-,2024,54.9
1682,Armenia,Total Population,Socio-economic indicators,0,-,2024,2976.5
1683,Azerbaijan,Total Population,Socio-economic indicators,0,-,2024,10260.0
1684,Bangladesh,Total Population,Socio-economic indicators,0,-,2024,170937.4
1685,Bhutan,Total Population,Socio-economic indicators,0,-,2024,803.3
1686,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2024,452.8
1687,Cambodia,Total Population,Socio-economic indicators,0,-,2024,17597.9
1688,China,Total Population,Socio-economic indicators,0,-,2024,1413745.0
1689,Fiji,Total Population,Socio-economic indicators,0,-,2024,923.0
1690,French Polynesia,Total Population,Socio-economic indicators,0,-,2024,287.4
1691,Guam,Total Population,Socio-economic indicators,0,-,2024,174.1
1692,"Hong Kong, China",Total Population,Socio-economic indicators,0,-,2024,7699.9
1693,India,Total Population,Socio-economic indicators,0,-,2024,1395734.4
1694,Indonesia,Total Population,Socio-economic indicators,0,-,2024,284495.2
1695,Japan,Total Population,Socio-economic indicators,0,-,2024,123811.3
1696,Kazakhstan,Total Population,Socio-economic indicators,0,-,2024,19572.4
1697,Kiribati,Total Population,Socio-economic indicators,0,-,2024,127.6
1698,Kyrgyzstan,Total Population,Socio-economic indicators,0,-,2024,6918.1
1699,Laos,Total Population,Socio-economic indicators,0,-,2024,7678.4
1700,"Macau, China",Total Population,Socio-economic indicators,0,-,2024,685.4
1701,Malaysia,Total Population,Socio-economic indicators,0,-,2024,33864.8
1702,Maldives,Total Population,Socio-economic indicators,0,-,2024,527.7
1703,Mongolia,Total Population,Socio-economic indicators,0,-,2024,3470.0
1704,Myanmar,Total Population,Socio-economic indicators,0,-,2024,56101.1
1705,Nauru,Total Population,Socio-economic indicators,0,-,2024,10.9
1706,Nepal,Total Population,Socio-economic indicators,0,-,2024,31285.7
1707,New Caledonia,Total Population,Socio-economic indicators,0,-,2024,296.2
1708,North Korea,Total Population,Socio-economic indicators,0,-,2024,26184.7
1709,Pakistan,Total Population,Socio-economic indicators,0,-,2024,238005.6
1710,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2024,9641.7
1711,Philippines,Total Population,Socio-economic indicators,0,-,2024,115406.9
1712,Samoa,Total Population,Socio-economic indicators,0,-,2024,207.0
1713,Singapore,Total Population,Socio-economic indicators,0,-,2024,5799.6
1714,Solomon Islands,Total Population,Socio-economic indicators,0,-,2024,755.8
1715,South Korea,Total Population,Socio-economic indicators,0,-,2024,51887.8
1716,Sri Lanka,Total Population,Socio-economic indicators,0,-,2024,21716.9
1717,Taiwan,Total Population,Socio-economic indicators,0,-,2024,23488.9
1718,Tajikistan,Total Population,Socio-economic indicators,0,-,2024,10363.2
1719,Thailand,Total Population,Socio-economic indicators,0,-,2024,70266.1
1720,Tonga,Total Population,Socio-economic indicators,0,-,2024,109.6
1721,Turkmenistan,Total Population,Socio-economic indicators,0,-,2024,6361.7
1722,Tuvalu,Total Population,Socio-economic indicators,0,-,2024,12.3
1723,Uzbekistan,Total Population,Socio-economic indicators,0,-,2024,35220.5
1724,Vanuatu,Total Population,Socio-economic indicators,0,-,2024,336.7
1725,Vietnam,Total Population,Socio-economic indicators,0,-,2024,100720.8
1726,Australia,Total Population,Socio-economic indicators,0,-,2024,26640.1
1727,New Zealand,Total Population,Socio-economic indicators,0,-,2024,5243.7
1728,Albania,Total Population,Socio-economic indicators,0,-,2024,2849.7
1729,Belarus,Total Population,Socio-economic indicators,0,-,2024,9228.5
1730,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2024,3419.1
1731,Bulgaria,Total Population,Socio-economic indicators,0,-,2024,6747.3
1732,Croatia,Total Population,Socio-economic indicators,0,-,2024,3972.5
1733,Czech Republic,Total Population,Socio-economic indicators,0,-,2024,10702.9
1734,Estonia,Total Population,Socio-economic indicators,0,-,2024,1324.2
1735,Georgia,Total Population,Socio-economic indicators,0,-,2024,3691.4
1736,Hungary,Total Population,Socio-economic indicators,0,-,2024,9647.1
1737,Kosovo,Total Population,Socio-economic indicators,0,-,2024,1828.9
1738,Latvia,Total Population,Socio-economic indicators,0,-,2024,1839.3
1739,Lithuania,Total Population,Socio-economic indicators,0,-,2024,2751.7
1740,Moldova,Total Population,Socio-economic indicators,0,-,2024,3988.4
1741,Montenegro,Total Population,Socio-economic indicators,0,-,2024,627.5
1742,North Macedonia,Total Population,Socio-economic indicators,0,-,2024,2054.7
1743,Poland,Total Population,Socio-economic indicators,0,-,2024,37924.8
1744,Romania,Total Population,Socio-economic indicators,0,-,2024,18886.0
1745,Russia,Total Population,Socio-economic indicators,0,-,2024,142435.2
1746,Serbia,Total Population,Socio-economic indicators,0,-,2024,6729.9
1747,Slovakia,Total Population,Socio-economic indicators,0,-,2024,5459.0
1748,Slovenia,Total Population,Socio-economic indicators,0,-,2024,2132.5
1749,Ukraine,Total Population,Socio-economic indicators,0,-,2024,40444.4
1750,Anguilla,Total Population,Socio-economic indicators,0,-,2024,15.4
1751,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2024,101.0
1752,Argentina,Total Population,Socio-economic indicators,0,-,2024,45801.7
1753,Aruba,Total Population,Socio-economic indicators,0,-,2024,108.4
1754,Bahamas,Total Population,Socio-economic indicators,0,-,2024,407.5
1755,Barbados,Total Population,Socio-economic indicators,0,-,2024,288.6
1756,Belize,Total Population,Socio-economic indicators,0,-,2024,426.6
1757,Bermuda,Total Population,Socio-economic indicators,0,-,2024,61.7
1758,Bolivia,Total Population,Socio-economic indicators,0,-,2024,12302.1
1759,Brazil,Total Population,Socio-economic indicators,0,-,2024,215134.8
1760,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2024,30.9
1761,Cayman Islands,Total Population,Socio-economic indicators,0,-,2024,68.8
1762,Chile,Total Population,Socio-economic indicators,0,-,2024,19193.9
1763,Colombia,Total Population,Socio-economic indicators,0,-,2024,51875.6
1764,Costa Rica,Total Population,Socio-economic indicators,0,-,2024,5228.1
1765,Cuba,Total Population,Socio-economic indicators,0,-,2024,11275.1
1766,Curacao,Total Population,Socio-economic indicators,0,-,2024,167.0
1767,Dominica,Total Population,Socio-economic indicators,0,-,2024,72.7
1768,Dominican Republic,Total Population,Socio-economic indicators,0,-,2024,11252.5
1769,Ecuador,Total Population,Socio-economic indicators,0,-,2024,17845.9
1770,El Salvador,Total Population,Socio-economic indicators,0,-,2024,6612.7
1771,French Guiana,Total Population,Socio-economic indicators,0,-,2024,329.6
1772,Grenada,Total Population,Socio-economic indicators,0,-,2024,114.3
1773,Guadeloupe,Total Population,Socio-economic indicators,0,-,2024,399.3
1774,Guatemala,Total Population,Socio-economic indicators,0,-,2024,18296.0
1775,Guyana,Total Population,Socio-economic indicators,0,-,2024,801.3
1776,Haiti,Total Population,Socio-economic indicators,0,-,2024,11954.2
1777,Honduras,Total Population,Socio-economic indicators,0,-,2024,10536.2
1778,Jamaica,Total Population,Socio-economic indicators,0,-,2024,3006.1
1779,Martinique,Total Population,Socio-economic indicators,0,-,2024,372.5
1780,Mexico,Total Population,Socio-economic indicators,0,-,2024,130305.3
1781,Nicaragua,Total Population,Socio-economic indicators,0,-,2024,6931.3
1782,Panama,Total Population,Socio-economic indicators,0,-,2024,4573.8
1783,Paraguay,Total Population,Socio-economic indicators,0,-,2024,7475.0
1784,Peru,Total Population,Socio-economic indicators,0,-,2024,34193.4
1785,Puerto Rico,Total Population,Socio-economic indicators,0,-,2024,2884.1
1786,Sint Maarten,Total Population,Socio-economic indicators,0,-,2024,45.1
1787,St Kitts and Nevis,Total Population,Socio-economic indicators,0,-,2024,54.5
1788,St Lucia,Total Population,Socio-economic indicators,0,-,2024,186.4
1789,St Vincent and the Grenadines,Total Population,Socio-economic indicators,0,-,2024,112.0
1790,Suriname,Total Population,Socio-economic indicators,0,-,2024,606.5
1791,Trinidad and Tobago,Total Population,Socio-economic indicators,0,-,2024,1411.2
1792,Uruguay,Total Population,Socio-economic indicators,0,-,2024,3426.3
1793,US Virgin Islands,Total Population,Socio-economic indicators,0,-,2024,103.3
1794,Venezuela,Total Population,Socio-economic indicators,0,-,2024,30794.0
1795,Algeria,Total Population,Socio-economic indicators,0,-,2024,46731.4
1796,Angola,Total Population,Socio-economic indicators,0,-,2024,37298.6
1797,Bahrain,Total Population,Socio-economic indicators,0,-,2024,1527.5
1798,Benin,Total Population,Socio-economic indicators,0,-,2024,13470.1
1799,Botswana,Total Population,Socio-economic indicators,0,-,2024,2525.8
1800,Burkina Faso,Total Population,Socio-economic indicators,0,-,2024,23351.5
1801,Burundi,Total Population,Socio-economic indicators,0,-,2024,13378.7
1802,Cabo Verde,Total Population,Socio-economic indicators,0,-,2024,578.9
1803,Cameroon,Total Population,Socio-economic indicators,0,-,2024,29307.3
1804,Central African Republic,Total Population,Socio-economic indicators,0,-,2024,5226.6
1805,Chad,Total Population,Socio-economic indicators,0,-,2024,18437.0
1806,Comoros,Total Population,Socio-economic indicators,0,-,2024,945.7
1807,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2024,101115.3
1808,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2024,6086.3
1809,Côte d'Ivoire,Total Population,Socio-economic indicators,0,-,2024,29159.5
1810,Djibouti,Total Population,Socio-economic indicators,0,-,2024,1043.0
1811,Egypt,Total Population,Socio-economic indicators,0,-,2024,106265.0
1812,Equatorial Guinea,Total Population,Socio-economic indicators,0,-,2024,1590.2
1813,Eritrea,Total Population,Socio-economic indicators,0,-,2024,3796.0
1814,Eswatini,Total Population,Socio-economic indicators,0,-,2024,1210.5
1815,Ethiopia,Total Population,Socio-economic indicators,0,-,2024,126750.9
1816,Gabon,Total Population,Socio-economic indicators,0,-,2024,2435.9
1817,Gambia,Total Population,Socio-economic indicators,0,-,2024,2705.2
1818,Ghana,Total Population,Socio-economic indicators,0,-,2024,33733.9
1819,Guinea,Total Population,Socio-economic indicators,0,-,2024,14617.8
1820,Guinea-Bissau,Total Population,Socio-economic indicators,0,-,2024,2160.3
1821,Iran,Total Population,Socio-economic indicators,0,-,2024,86057.1
1822,Iraq,Total Population,Socio-economic indicators,0,-,2024,44181.8
1823,Israel,Total Population,Socio-economic indicators,0,-,2024,9814.1
1824,Jordan,Total Population,Socio-economic indicators,0,-,2024,10538.9
1825,Kenya,Total Population,Socio-economic indicators,0,-,2024,58714.8
1826,Kuwait,Total Population,Socio-economic indicators,0,-,2024,4454.4
1827,Lebanon,Total Population,Socio-economic indicators,0,-,2024,6485.3
1828,Lesotho,Total Population,Socio-economic indicators,0,-,2024,2209.6
1829,Liberia,Total Population,Socio-economic indicators,0,-,2024,5561.4
1830,Libya,Total Population,Socio-economic indicators,0,-,2024,7193.9
1831,Madagascar,Total Population,Socio-economic indicators,0,-,2024,30720.1
1832,Malawi,Total Population,Socio-economic indicators,0,-,2024,21287.6
1833,Mali,Total Population,Socio-economic indicators,0,-,2024,22752.8
1834,Mauritania,Total Population,Socio-economic indicators,0,-,2024,5159.9
1835,Mauritius,Total Population,Socio-economic indicators,0,-,2024,1276.3
1836,Morocco,Total Population,Socio-economic indicators,0,-,2024,38606.2
1837,Mozambique,Total Population,Socio-economic indicators,0,-,2024,34999.8
1838,Namibia,Total Population,Socio-economic indicators,0,-,2024,2727.3
1839,Niger,Total Population,Socio-economic indicators,0,-,2024,28079.8
1840,Nigeria,Total Population,Socio-economic indicators,0,-,2024,227713.0
1841,Oman,Total Population,Socio-economic indicators,0,-,2024,4686.5
1842,Qatar,Total Population,Socio-economic indicators,0,-,2024,2804.9
1843,Réunion,Total Population,Socio-economic indicators,0,-,2024,920.6
1844,Rwanda,Total Population,Socio-economic indicators,0,-,2024,14249.7
1845,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2024,236.8
1846,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2024,34410.1
1847,Senegal,Total Population,Socio-economic indicators,0,-,2024,18585.8
1848,Seychelles,Total Population,Socio-economic indicators,0,-,2024,100.4
1849,Sierra Leone,Total Population,Socio-economic indicators,0,-,2024,8638.7
1850,Somalia,Total Population,Socio-economic indicators,0,-,2024,17851.3
1851,South Africa,Total Population,Socio-economic indicators,0,-,2024,62028.7
1852,South Sudan,Total Population,Socio-economic indicators,0,-,2024,12176.5
1853,Sudan,Total Population,Socio-economic indicators,0,-,2024,48216.4
1854,Syria,Total Population,Socio-economic indicators,0,-,2024,21915.5
1855,Tanzania,Total Population,Socio-economic indicators,0,-,2024,67014.1
1856,Togo,Total Population,Socio-economic indicators,0,-,2024,9095.8
1857,Tunisia,Total Population,Socio-economic indicators,0,-,2024,12236.9
1858,Uganda,Total Population,Socio-economic indicators,0,-,2024,50976.0
1859,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2024,9583.0
1860,Yemen,Total Population,Socio-economic indicators,0,-,2024,32480.2
1861,Zambia,Total Population,Socio-economic indicators,0,-,2024,20608.4
1862,Zimbabwe,Total Population,Socio-economic indicators,0,-,2024,15840.8
1863,Canada,Total Population,Socio-economic indicators,0,-,2024,39267.7
1864,USA,Total Population,Socio-economic indicators,0,-,2024,336091.0
1865,Andorra,Total Population,Socio-economic indicators,0,-,2024,77.7
1866,Austria,Total Population,Socio-economic indicators,0,-,2024,9045.2
1867,Belgium,Total Population,Socio-economic indicators,0,-,2024,11620.1
1868,Cyprus,Total Population,Socio-economic indicators,0,-,2024,1237.9
1869,Denmark,Total Population,Socio-economic indicators,0,-,2024,5891.3
1870,Finland,Total Population,Socio-economic indicators,0,-,2024,5555.1
1871,France,Total Population,Socio-economic indicators,0,-,2024,65477.3
1872,Germany,Total Population,Socio-economic indicators,0,-,2024,83131.8
1873,Gibraltar,Total Population,Socio-economic indicators,0,-,2024,33.7
1874,Greece,Total Population,Socio-economic indicators,0,-,2024,10590.6
1875,Iceland,Total Population,Socio-economic indicators,0,-,2024,349.3
1876,Ireland,Total Population,Socio-economic indicators,0,-,2024,5134.9
1877,Italy,Total Population,Socio-economic indicators,0,-,2024,58715.2
1878,Liechtenstein,Total Population,Socio-economic indicators,0,-,2024,39.5
1879,Luxembourg,Total Population,Socio-economic indicators,0,-,2024,655.1
1880,Malta,Total Population,Socio-economic indicators,0,-,2024,446.3
1881,Monaco,Total Population,Socio-economic indicators,0,-,2024,40.3
1882,Netherlands,Total Population,Socio-economic indicators,0,-,2024,17749.9
1883,Norway,Total Population,Socio-economic indicators,0,-,2024,5469.4
1884,Portugal,Total Population,Socio-economic indicators,0,-,2024,10243.6
1885,Spain,Total Population,Socio-economic indicators,0,-,2024,47728.0
1886,Sweden,Total Population,Socio-economic indicators,0,-,2024,10524.0
1887,Switzerland,Total Population,Socio-economic indicators,0,-,2024,8869.1
1888,Turkey,Total Population,Socio-economic indicators,0,-,2024,84603.9
1889,United Kingdom,Total Population,Socio-economic indicators,0,-,2024,67776.4
1890,Afghanistan,Total Population,Socio-economic indicators,0,-,2025,43531.5
1891,American Samoa,Total Population,Socio-economic indicators,0,-,2025,54.9
1892,Armenia,Total Population,Socio-economic indicators,0,-,2025,2977.3
1893,Azerbaijan,Total Population,Socio-economic indicators,0,-,2025,10297.9
1894,Bangladesh,Total Population,Socio-economic indicators,0,-,2025,172399.1
1895,Bhutan,Total Population,Socio-economic indicators,0,-,2025,810.5
1896,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2025,456.2
1897,Cambodia,Total Population,Socio-economic indicators,0,-,2025,17805.6
1898,China,Total Population,Socio-economic indicators,0,-,2025,1413494.0
1899,Fiji,Total Population,Socio-economic indicators,0,-,2025,930.0
1900,French Polynesia,Total Population,Socio-economic indicators,0,-,2025,289.0
1901,Guam,Total Population,Socio-economic indicators,0,-,2025,175.3
1902,"Hong Kong, China",Total Population,Socio-economic indicators,0,-,2025,7736.2
1903,India,Total Population,Socio-economic indicators,0,-,2025,1407923.9
1904,Indonesia,Total Population,Socio-economic indicators,0,-,2025,287089.6
1905,Japan,Total Population,Socio-economic indicators,0,-,2025,123208.3
1906,Kazakhstan,Total Population,Socio-economic indicators,0,-,2025,19785.8
1907,Kiribati,Total Population,Socio-economic indicators,0,-,2025,129.6
1908,Kyrgyzstan,Total Population,Socio-economic indicators,0,-,2025,7009.8
1909,Laos,Total Population,Socio-economic indicators,0,-,2025,7774.5
1910,"Macau, China",Total Population,Socio-economic indicators,0,-,2025,693.9
1911,Malaysia,Total Population,Socio-economic indicators,0,-,2025,34194.3
1912,Maldives,Total Population,Socio-economic indicators,0,-,2025,522.1
1913,Mongolia,Total Population,Socio-economic indicators,0,-,2025,3513.9
1914,Myanmar,Total Population,Socio-economic indicators,0,-,2025,56528.5
1915,Nauru,Total Population,Socio-economic indicators,0,-,2025,10.9
1916,Nepal,Total Population,Socio-economic indicators,0,-,2025,31757.4
1917,New Caledonia,Total Population,Socio-economic indicators,0,-,2025,298.8
1918,North Korea,Total Population,Socio-economic indicators,0,-,2025,26275.5
1919,Pakistan,Total Population,Socio-economic indicators,0,-,2025,242234.1
1920,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2025,9817.9
1921,Philippines,Total Population,Socio-economic indicators,0,-,2025,116833.1
1922,Samoa,Total Population,Socio-economic indicators,0,-,2025,209.3
1923,Singapore,Total Population,Socio-economic indicators,0,-,2025,5838.5
1924,Solomon Islands,Total Population,Socio-economic indicators,0,-,2025,773.4
1925,South Korea,Total Population,Socio-economic indicators,0,-,2025,51905.5
1926,Sri Lanka,Total Population,Socio-economic indicators,0,-,2025,21779.7
1927,Taiwan,Total Population,Socio-economic indicators,0,-,2025,23473.4
1928,Tajikistan,Total Population,Socio-economic indicators,0,-,2025,10563.2
1929,Thailand,Total Population,Socio-economic indicators,0,-,2025,70328.9
1930,Tonga,Total Population,Socio-economic indicators,0,-,2025,110.6
1931,Turkmenistan,Total Population,Socio-economic indicators,0,-,2025,6437.6
1932,Tuvalu,Total Population,Socio-economic indicators,0,-,2025,12.5
1933,Uzbekistan,Total Population,Socio-economic indicators,0,-,2025,35617.7
1934,Vanuatu,Total Population,Socio-economic indicators,0,-,2025,344.3
1935,Vietnam,Total Population,Socio-economic indicators,0,-,2025,101435.6
1936,Australia,Total Population,Socio-economic indicators,0,-,2025,26997.6
1937,New Zealand,Total Population,Socio-economic indicators,0,-,2025,5292.2
1938,Albania,Total Population,Socio-economic indicators,0,-,2025,2840.5
1939,Belarus,Total Population,Socio-economic indicators,0,-,2025,9187.8
1940,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2025,3402.6
1941,Bulgaria,Total Population,Socio-economic indicators,0,-,2025,6693.8
1942,Croatia,Total Population,Socio-economic indicators,0,-,2025,3950.2
1943,Czech Republic,Total Population,Socio-economic indicators,0,-,2025,10695.3
1944,Estonia,Total Population,Socio-economic indicators,0,-,2025,1322.3
1945,Georgia,Total Population,Socio-economic indicators,0,-,2025,3676.0
1946,Hungary,Total Population,Socio-economic indicators,0,-,2025,9620.7
1947,Kosovo,Total Population,Socio-economic indicators,0,-,2025,1831.2
1948,Latvia,Total Population,Socio-economic indicators,0,-,2025,1819.9
1949,Lithuania,Total Population,Socio-economic indicators,0,-,2025,2724.8
1950,Moldova,Total Population,Socio-economic indicators,0,-,2025,3974.3
1951,Montenegro,Total Population,Socio-economic indicators,0,-,2025,627.1
1952,North Macedonia,Total Population,Socio-economic indicators,0,-,2025,2048.5
1953,Poland,Total Population,Socio-economic indicators,0,-,2025,37816.1
1954,Romania,Total Population,Socio-economic indicators,0,-,2025,18758.4
1955,Russia,Total Population,Socio-economic indicators,0,-,2025,141949.6
1956,Serbia,Total Population,Socio-economic indicators,0,-,2025,6684.6
1957,Slovakia,Total Population,Socio-economic indicators,0,-,2025,5457.1
1958,Slovenia,Total Population,Socio-economic indicators,0,-,2025,2133.8
1959,Ukraine,Total Population,Socio-economic indicators,0,-,2025,40121.2
1960,Anguilla,Total Population,Socio-economic indicators,0,-,2025,15.5
1961,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2025,101.7
1962,Argentina,Total Population,Socio-economic indicators,0,-,2025,46037.6
1963,Aruba,Total Population,Socio-economic indicators,0,-,2025,108.8
1964,Bahamas,Total Population,Socio-economic indicators,0,-,2025,410.9
1965,Barbados,Total Population,Socio-economic indicators,0,-,2025,288.8
1966,Belize,Total Population,Socio-economic indicators,0,-,2025,433.7
1967,Bermuda,Total Population,Socio-economic indicators,0,-,2025,61.5
1968,Bolivia,Total Population,Socio-economic indicators,0,-,2025,12457.6
1969,Brazil,Total Population,Socio-economic indicators,0,-,2025,215846.2
1970,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2025,31.1
1971,Cayman Islands,Total Population,Socio-economic indicators,0,-,2025,69.6
1972,Chile,Total Population,Socio-economic indicators,0,-,2025,19178.9
1973,Colombia,Total Population,Socio-economic indicators,0,-,2025,52062.2
1974,Costa Rica,Total Population,Socio-economic indicators,0,-,2025,5258.5
1975,Cuba,Total Population,Socio-economic indicators,0,-,2025,11257.0
1976,Curacao,Total Population,Socio-economic indicators,0,-,2025,167.7
1977,Dominica,Total Population,Socio-economic indicators,0,-,2025,72.8
1978,Dominican Republic,Total Population,Socio-economic indicators,0,-,2025,11346.2
1979,Ecuador,Total Population,Socio-economic indicators,0,-,2025,17976.9
1980,El Salvador,Total Population,Socio-economic indicators,0,-,2025,6642.9
1981,French Guiana,Total Population,Socio-economic indicators,0,-,2025,337.5
1982,Grenada,Total Population,Socio-economic indicators,0,-,2025,114.6
1983,Guadeloupe,Total Population,Socio-economic indicators,0,-,2025,399.2
1984,Guatemala,Total Population,Socio-economic indicators,0,-,2025,18552.7
1985,Guyana,Total Population,Socio-economic indicators,0,-,2025,805.0
1986,Haiti,Total Population,Socio-economic indicators,0,-,2025,12088.6
1987,Honduras,Total Population,Socio-economic indicators,0,-,2025,10692.2
1988,Jamaica,Total Population,Socio-economic indicators,0,-,2025,3015.3
1989,Martinique,Total Population,Socio-economic indicators,0,-,2025,371.8
1990,Mexico,Total Population,Socio-economic indicators,0,-,2025,131121.4
1991,Nicaragua,Total Population,Socio-economic indicators,0,-,2025,7008.0
1992,Panama,Total Population,Socio-economic indicators,0,-,2025,4635.5
1993,Paraguay,Total Population,Socio-economic indicators,0,-,2025,7557.7
1994,Peru,Total Population,Socio-economic indicators,0,-,2025,34470.3
1995,Puerto Rico,Total Population,Socio-economic indicators,0,-,2025,2906.6
1996,Sint Maarten,Total Population,Socio-economic indicators,0,-,2025,45.6
1997,St Kitts and Nevis,Total Population,Socio-economic indicators,0,-,2025,54.7
1998,St Lucia,Total Population,Socio-economic indicators,0,-,2025,186.9
1999,St Vincent and the Grenadines,Total Population,Socio-economic indicators,0,-,2025,112.3
2000,Suriname,Total Population,Socio-economic indicators,0,-,2025,611.2
2001,Trinidad and Tobago,Total Population,Socio-economic indicators,0,-,2025,1412.7
2002,Uruguay,Total Population,Socio-economic indicators,0,-,2025,3422.4
2003,US Virgin Islands,Total Population,Socio-economic indicators,0,-,2025,103.0
2004,Venezuela,Total Population,Socio-economic indicators,0,-,2025,31481.1
2005,Algeria,Total Population,Socio-economic indicators,0,-,2025,47387.6
2006,Angola,Total Population,Socio-economic indicators,0,-,2025,38478.2
2007,Bahrain,Total Population,Socio-economic indicators,0,-,2025,1546.8
2008,Benin,Total Population,Socio-economic indicators,0,-,2025,13822.1
2009,Botswana,Total Population,Socio-economic indicators,0,-,2025,2567.8
2010,Burkina Faso,Total Population,Socio-economic indicators,0,-,2025,23995.1
2011,Burundi,Total Population,Socio-economic indicators,0,-,2025,13763.9
2012,Cabo Verde,Total Population,Socio-economic indicators,0,-,2025,584.3
2013,Cameroon,Total Population,Socio-economic indicators,0,-,2025,30024.1
2014,Central African Republic,Total Population,Socio-economic indicators,0,-,2025,5338.3
2015,Chad,Total Population,Socio-economic indicators,0,-,2025,18960.5
2016,Comoros,Total Population,Socio-economic indicators,0,-,2025,965.0
2017,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2025,104133.6
2018,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2025,6234.7
